"Submission ID","Respondent ID","Submitted at","Czy orientujesz się w tematach Sztucznej Inteligencji lub uczenia maszynowego?
","Czy widzisz potrzebę wyjaśniania ludziom decyzji systemów Sztucznej Inteligencji?","Czy wiesz czym są kontrfakty (ang. counterfactuals)?","
Czy spotkałeś się z kontrfaktami lub scenariuszami ""what if"" w systemach AI?
","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje dotyczące diagnozy medycznej)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje finansowe dotyczące pożyczek/kredytów)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Zatrudnianie i rekrutacja)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Decyzje prawne/sądowe)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Rekomendacje produktów)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Badania naukowe)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Strategia biznesowa)","W jakich dziedzinach kontrfakty wydają Ci się być najbardziej przydatne? (Zaznacz wszystkie pasujące odpowiedzi)
 (Inne)","Inne:","1. Jak bardzo kontrfakt jest podobny do oryginału?","1. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","2. Jak bardzo kontrfakt jest podobny do oryginału?","2. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","3. Jak bardzo kontrfakt jest podobny do oryginału?","3. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","4. Jak bardzo kontrfakt jest podobny do oryginału?","4. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","5. Jak bardzo kontrfakt jest podobny do oryginału?","5. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","6. Jak bardzo kontrfakt jest podobny do oryginału?","6. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","7. Jak bardzo kontrfakt jest podobny do oryginału?","7. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","8. Jak bardzo kontrfakt jest podobny do oryginału?","8. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","9. Jak bardzo kontrfakt jest podobny do oryginału?","9. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","10. Jak bardzo kontrfakt jest podobny do oryginału?","10. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","11. Jak bardzo kontrfakt jest podobny do oryginału?","11. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","12. Jak bardzo kontrfakt jest podobny do oryginału?","12. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","13. Jak bardzo kontrfakt jest podobny do oryginału?","13. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","14. Jak bardzo kontrfakt jest podobny do oryginału?","14. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","15. Jak bardzo kontrfakt jest podobny do oryginału?","15. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","16. Jak bardzo kontrfakt jest podobny do oryginału?","16. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","17. Jak bardzo kontrfakt jest podobny do oryginału?","17. Czy twarz z kontrfaktu rzeczywiście się uśmiecha?","Ułóż kontrfakty od najbardziej do najmniej przydatnego","Ułóż kontrfakty od najbardziej do najmniej przydatnego (2)","18. Jak bardzo kontrfakt jest podobny do oryginału?","18. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","19. Jak bardzo kontrfakt jest podobny do oryginału?","19. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","20. Jak bardzo kontrfakt jest podobny do oryginału?","20. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","21. Jak bardzo kontrfakt jest podobny do oryginału?","21. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","22. Jak bardzo kontrfakt jest podobny do oryginału?","22. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","23. Jak bardzo kontrfakt jest podobny do oryginału?","23. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","24. Jak bardzo kontrfakt jest podobny do oryginału?","24. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 8?","25. Jak bardzo kontrfakt jest podobny do oryginału?","25. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 5?","26. Jak bardzo kontrfakt jest podobny do oryginału?","26. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","27. Jak bardzo kontrfakt jest podobny do oryginału?","27. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","28. Jak bardzo kontrfakt jest podobny do oryginału?","28. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 1?","29. Jak bardzo kontrfakt jest podobny do oryginału?","29. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 3?","30. Jak bardzo kontrfakt jest podobny do oryginału?","30. Czy cyfra z kontrfaktu rzeczywiście wygląda jak 4?","Wiek:","Wykształcenie","Główny obszar pracy/nauki","Inny:"
"44RGDOo","q4Gxekg","2025-12-08 16:52:15","Tak","Tak","Tak","Tak, często","Decyzje dotyczące diagnozy medycznej, Rekomendacje produktów","true","false","false","false","true","false","false","false","","3","5","1","5","4","5","1","4","1","3","4","5","5","3","2","5","4","4","5","4","1","3","5","4","1","5","5","5","4","5","1","3","3","5","Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;","Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->17.43;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->8.50;, Wiek: 23->3.70;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;","3","2","4","1","3","5","4","1","4","1","4","3","1","1","4","2","3","2","2","2","1","2","2","3","1","3","27-45","Tytuł magistra","AI / Machine Learning / Data Science",""
"2EzVXde","5B96RKo","2025-12-08 18:28:15","Tak","Tak","Nie","","","","","","","","","","","","3","3","1","5","4","3","1","5","1","2","4","4","5","3","1","5","5","4","5","3","1","4","3","4","1","5","3","4","1","3","1","3","3","4","Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;","Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->17.43;, Wiek: 23->3.70;, Wiek: 23->8.50;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;","4","1","5","1","1","5","5","1","4","1","4","2","1","1","4","1","2","4","1","1","1","1","1","4","1","4","19-26","Szkoła średnia","Inżynieria",""
"q4XgGLg","ZjO4qQe","2025-12-08 18:43:19","Tak","Nie","Nie","","","","","","","","","","","","2","1","2","5","4","1","2","2","1","2","4","5","5","4","2","5","5","3","4","2","1","5","2","5","1","5","4","4","2","2","1","1","3","5","Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Wiek: 56->64, Opłata: 35.50->27.72;","Wiek: 23->17.43;, Wiek: 23->8.50;, Wiek: 23->3.70;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;","2","2","3","1","2","5","4","1","4","1","3","1","1","2","3","1","3","2","1","2","1","1","2","3","1","4","19-26","Licencjat","Sztuka / Media / Projektowanie",""
"Xxd9WGV","dW0LLoD","2025-12-08 19:03:36","Tak","Tak","Nie","","","","","","","","","","","","2","1","1","5","3","2","1","5","1","5","3","5","4","5","1","5","5","5","4","5","1","3","2","5","1","5","3","4","1","4","1","1","2","5","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->1.11;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Wiek: 56->64, Opłata: 35.50->27.72;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;","Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Wiek: 23->8.50;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->17.43;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->3.70;","2","1","2","1","2","4","4","1","4","1","4","3","1","1","4","1","3","3","2","2","1","1","3","5","3","3","19-26","Szkoła średnia","Informatyka / Inżynieria oprogramowania",""
"dWXgP8d","44KXazd","2025-12-08 19:29:43","Tak","Nie","Nie","","","","","","","","","","","","1","3","1","4","4","1","1","4","1","1","3","4","4","1","1","4","4","2","3","2","1","1","3","2","1","4","3","4","1","3","1","2","1","4","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->1.11;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;","Wiek: 23->8.50;, Wiek: 23->3.70;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->17.43;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;","2","3","2","1","1","5","4","1","3","1","4","4","2","1","4","1","2","3","1","2","2","1","1","3","1","3","<19","Szkoła średnia","Inżynieria",""
"D49bJdE","2EK8BrM","2025-12-08 19:47:18","Tak","Tak","Nie","","","","","","","","","","","","4","5","1","5","5","5","1","5","1","4","5","5","5","3","1","5","5","4","4","3","1","4","5","4","1","5","4","3","2","3","1","4","3","4","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Wiek: 56->64, Opłata: 35.50->27.72;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->1.11;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;","Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->17.43;, Wiek: 23->8.50;, Wiek: 23->3.70;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;","3","1","4","1","1","5","5","1","5","1","5","2","1","1","5","1","2","3","2","2","1","1","2","4","1","2","19-26","Szkoła średnia","Inżynieria",""
"5BorVLE","RGDK5el","2025-12-08 20:40:57","Nie","Tak","Nie","","","","","","","","","","","","3","3","1","5","5","4","2","4","1","1","3","4","5","2","1","5","5","2","3","3","1","2","3","4","1","5","3","4","1","3","1","1","4","4","Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->1.11;, Wiek: 56->64, Opłata: 35.50->27.72;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;","Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->17.43;, Wiek: 23->8.50;, Wiek: 23->3.70;","3","1","3","1","1","5","4","1","4","1","4","2","1","1","2","2","2","1","2","1","1","1","1","5","1","3","<19","Szkoła średnia","Uczeń szkolny",""
"jaXgzGx","OD715Np","2025-12-08 20:41:40","Nie","Tak","Tak","Tak, często","Rekomendacje produktów, Badania naukowe","false","false","false","false","true","true","false","false","Automatyka (np. autonomiczne pojazdy)","3","2","1","4","4","3","2","4","1","1","5","4","5","4","1","5","5","4","3","3","1","1","2","4","1","5","3","4","1","5","1","1","4","5","Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->1.11;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->64, Opłata: 35.50->27.72;","Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->8.50;, Wiek: 23->17.43;, Wiek: 23->3.70;","3","1","4","1","1","5","4","1","4","1","1","3","1","1","3","1","2","1","3","1","1","1","1","4","1","3","19-26","Szkoła średnia","Inżynieria",""
"zx4gd6M","5BZKz4Z","2025-12-08 20:44:22","Nie","Nie","Nie","","","","","","","","","","","","3","5","1","5","5","5","2","5","1","3","5","5","5","4","1","5","5","4","4","4","1","4","4","5","1","5","4","5","1","5","1","4","3","4","Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->1.11;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;","Wiek: 23->3.70;, Wiek: 23->8.50;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->17.43;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;","3","1","4","1","1","5","4","1","4","1","3","4","1","1","3","3","2","4","2","2","1","1","2","5","1","3","<19","Szkoła średnia","Uczeń szkolny",""
"RG122W9","jalDy1R","2025-12-08 20:53:04","Tak","Tak","Tak","Tak, rzadko","Decyzje prawne/sądowe, Decyzje dotyczące diagnozy medycznej","true","false","false","true","false","false","false","false","","2","3","1","5","4","3","1","2","1","1","4","4","5","3","1","5","5","2","3","4","1","4","2","5","1","5","4","4","2","4","2","4","2","5","Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;, Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->1.11;","Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Wiek: 23->8.50;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->17.43;, Wiek: 23->3.70;","4","2","2","1","1","5","4","1","4","1","3","3","1","1","4","1","3","2","2","2","1","1","2","4","1","1","19-26","Szkoła średnia","AI / Machine Learning / Data Science",""
"5Bor5jQ","lb6DALo","2025-12-08 21:06:58","Tak","Tak","Tak","Tak, rzadko","Badania naukowe, Strategia biznesowa, Decyzje dotyczące diagnozy medycznej","true","false","false","false","false","true","true","false","","3","3","1","5","4","3","2","4","1","2","4","4","5","2","1","4","5","3","2","3","1","2","3","3","1","5","4","4","2","3","1","2","2","4","Wiek: 56->17.50, Płeć: mężczyzna->kobieta;, Rodzeństwo/Małżonkowie: 0->5, Płeć: mężczyzna->kobieta;, Płeć: mężczyzna->kobieta, Wiek: 56->43.46, Opłata: 35.50->61.39;, Klasa: 1->3, Płeć: mężczyzna->kobieta, Wiek: 56->28.83, Opłata: 35.50->0, Rodzeństwo/Małżonkowie: 0->0.65;, Rodzeństwo/Małżonkowie: 0->5, Opłata: 35.50->250.89;, Wiek: 56->64, Opłata: 35.50->27.72;, Rodzeństwo/Małżonkowie: 0->1.11;, Rodzeństwo/Małżonkowie: 0->3, Klasa: 1->3;, Opłata: 35.50->40.75, Rodzeństwo/Małżonkowie: 0->0.10, Wiek: 56->57.07;","Wiek: 23->3.70;, Rodzice/Dzieci: 1->5, Płeć: mężczyzna->kobieta;, Wiek: 23->8.50;, Klasa: 2->3, Płeć: mężczyzna->kobieta, Rodzice/Dzieci: 1->0, Rodzeństwo/Małżonkowie: 2->0.85, Wiek: 23->30.54, Opłata: 11.50->0;, Wiek: 23->8, Rodzeństwo/Małżonkowie: 2->1, Opłata: 11.50->36.75;, Klasa: 2->1, Rodzice/Dzieci: 1->1.80, Rodzeństwo/Małżonkowie: 2->3.11;, Rodzeństwo/Małżonkowie: 2->7, Klasa: 2->1;, Wiek: 23->17.43;, Klasa: 2->1, Rodzice/Dzieci: 1->1.26, Rodzeństwo/Małżonkowie: 2->2.21, Wiek: 23->25.60, Opłata: 11.50->19.30;","2","1","3","1","1","5","4","1","4","1","3","3","1","1","4","1","1","4","2","1","1","1","2","3","1","3","19-26","Szkoła średnia","Inżynieria",""
